Name,Geber,Art,NJahr,Anschrift,Politikbereich,Zweck,Betrag
ABBV GmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2018,"Karl-Marx-Straße 255, 12057 Berlin",Arbeit,Nachträglicher Erwerb des MSA mit naturwissenschaftlicher Ausrichtung,94276
ABBV GmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2018,"Karl-Marx-Straße 255, 12057 Berlin",Arbeit,Vorbereitung auf eine Ausbildung zum Sozialassistenten/ zur Sozialassistentin,48505
ABBV GmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2019,"Karl-Marx-Straße 255, 12057 Berlin",Arbeit,Nachträglicher Erwerb des Mittleren Schulabschlusses,122808
ABBV GmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2019,"Karl-Marx-Straße 255, 12057 Berlin",Arbeit,Nachträglicher Erwerb des Mittleren Schulabschlusses für junge Geflüchtete,9330
ABBV GmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2019,"Karl-Marx-Straße 255, 12057 Berlin",Arbeit,Nachträglicher Erwerb des Mittleren Schulabschlusses für junge Menschen mit Migrationshintergrund,7983
ABBV GmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2019,"Karl-Marx-Straße 255, 12057 Berlin",Arbeit,Nachträglicher Erwerb des Mittleren Schulabschlusses für junge Mütter und Alleinerziehende,7983
ABBV GmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2019,"Karl-Marx-Straße 255, 12057 Berlin",Arbeit,Nachträglicher Erwerb des Mittleren Schulabschlusses mit naturwissenschaftlicher Ausrichtung,11404
ABBV GmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2019,"Karl-Marx-Straße 255, 12057 Berlin",Arbeit,Nachträglicher Erwerb des MSA für Geflüchtete,39073
ABBV GmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2019,"Karl-Marx-Straße 255, 12057 Berlin",Arbeit,Nachträglicher Erwerb des MSA mit dem Schwerpunkt: Überwindung der Prüfungsangst,83801
ABBV GmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2019,"Karl-Marx-Straße 255, 12057 Berlin",Arbeit,Nachträglicher Erwerb des MSA mit naturwissenschaftlicher Ausrichtung,94276
ABBV GmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2019,"Karl-Marx-Straße 255, 12057 Berlin",Arbeit,Nachträglicher Erwerb des Mittleren Schulabschlusses für junge Geflüchtete,91143
ABBV GmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2019,"Karl-Marx-Straße 255, 12057 Berlin",Arbeit,Nachträglicher Erwerb des Mittleren Schulabschlusses für junge Menschen mit Migrationshintergrund,77983
ABBV GmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2019,"Karl-Marx-Straße 255, 12057 Berlin",Arbeit,Nachträglicher Erwerb des Mittleren Schulabschlusses für junge Mütter und Alleinerziehende,77983
ABBV GmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2019,"Karl-Marx-Straße 255, 12057 Berlin",Arbeit,Nachträglicher Erwerb des Mittleren Schulabschlusses mit naturwissenschaftlicher Ausrichtung,111404
ABBV GmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2020,"Karl-Marx-Straße 255, 12057 Berlin",Arbeit,Basisqualifizierung für die Pflegemit dem Schwerpunkt Arbeit mit Demenzkranken,64680
ABBV GmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2020,"Karl-Marx-Straße 255, 12057 Berlin",Arbeit,Nachträglicher Erwerb des Mittleren Schulabschlusses,263060
ABBV GmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2020,"Karl-Marx-Straße 255, 12057 Berlin",Arbeit,Nachträglicher Erwerb des Mittleren Schulabschlusses für junge Geflüchtete,109803
ABBV GmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2020,"Karl-Marx-Straße 255, 12057 Berlin",Arbeit,Nachträglicher Erwerb des Mittleren Schulabschlusses für junge Menschen mit Migrationshintergrund,93949
ABBV GmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2020,"Karl-Marx-Straße 255, 12057 Berlin",Arbeit,Nachträglicher Erwerb des Mittleren Schulabschlusses für junge Mütter und Alleinerziehende,450955
ABBV GmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2020,"Karl-Marx-Straße 255, 12057 Berlin",Arbeit,Nachträglicher Erwerb des Mittleren Schulabschlusses mit naturwissenschaftlicher Ausrichtung,134212
ABBV GmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2020,"Karl-Marx-Straße 255, 12057 Berlin",Arbeit,Nachträglicher Erwerb des MSA für Geflüchtete,39073
ABC Zentrum Berlin e. V.,Senatsverwaltung für Inneres und Sport,Projektförderung,2016,"Luise-Zietz-Straße 43, 12683 Berlin",Sport,Kosten für die Beschäftigung von Übungsleitern,774
ABC Zentrum Berlin e. V.,Senatsverwaltung für Inneres und Sport,Projektförderung,2016,"Luise-Zietz-Straße 43, 12683 Berlin",Sport,Masterplan Integration und Sicherheit durch Sport,550
ABEX Stahlbau - Rohrbiegen GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2018,"Kiehlufer 81 - 83 , 12059 Berlin",Wirtschaft,Coaching,2550
ABEX Stahlbau - Rohrbiegen GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2019,"Kiehlufer, 12059 Berlin",Wirtschaft,Coaching_1,6800
ABEX Stahlbau - Rohrbiegen GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2019,"Kiehlufer, 12059 Berlin",Wirtschaft,Coaching_2,6800
Abfahrt Media GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2019,"Am Weinhang 8, 10965 Berlin",Wirtschaft,Elektrofahrzeug,4000
ABH - Anlauf- und Beratungsstelle für Menschen mit Heimerfahrung e. V.,"Senatsverwaltung für Bildung, Jugend und Familie",Projektförderung,2019,"Pettenkofer Straße 32, 10247 Berlin",Jugend,"Treffpunkt, Beratungs- und Dokumentationsstelle für Menschen mit Heimerfahrung",200000
ABH - Anlauf- und Beratungsstelle für Menschen mit Heimerfahrung e. V.,"Senatsverwaltung für Bildung, Jugend und Familie",Projektförderung,2020,"Pettenkoferstraße 32, 10247 Berlin",Jugend,"Treffpunkt, Beratungs- und Dokumentationsstelle für Menschen mit Heimerfahrung",207361
ABiTEP GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2017,"Glienicker Weg 185, 12489 Berlin",Wirtschaft,Erweiterung einer Betriebsstätte,240000
ABiTEP GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2018,"Glienicker Weg 185, 12489 Berlin",Wirtschaft,Potenzialberatung,8000
ABiTEP GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2019,"Glienicker Weg 185, 12489 Berlin",Wirtschaft,Erweiterung einer Betriebsstätte,900000
ABiTEP GmbH,"Senatsverwaltung für Wirtschaft, Technologie und Forschung",Projektförderung,2016,"Glienicker Weg 185, 12489 Berlin",Wirtschaft,Untersuchungen zur Eignung von Ultraschall-Zerstäubung und Infrarot-Trocknung für das Trocknen von in Lösung befindlichen Mikroorganismen,14700
ABK - Berlin e. V. (ALLGEMEINER BUDO- u. KAMPFSPORTVEREIN BERLIN e. V.),Senatsverwaltung für Inneres und Sport,Projektförderung,2016,"Herrfurthstraße 18, 12249 Berlin",Sport,Kosten für die Beschäftigung von Übungsleitern,159
Ableton AG,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2017,"Schönhauser Allee 6-7, 10119 Berlin",Wirtschaft,"Organisation und Durchführung der Veranstaltung ""Loop 2017""",66252
Ableton AG,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2018,"Schönhauser Allee 6-7, Berlin",Wirtschaft,Erweiterung einer Betriebsstätte,133740
ABqueer e. V.,"Senatsverwaltung für Arbeit, Integration und Frauen",Projektförderung,2016,"Sanderstraße 15, 12047 Berlin",Antidiskriminierung,ABqueer,79846
ABqueer e. V.,"Senatsverwaltung für Justiz, Verbraucherschutz und Antidiskriminierung",Projektförderung,2017,"Sanderstraße 15, 12047 Berlin",Antidiskriminierung,ABqueer,87568
ABqueer e. V.,"Senatsverwaltung für Justiz, Verbraucherschutz und Antidiskriminierung",Projektförderung,2018,"Sanderstraße 15, 12047 Berlin",Antidiskriminierung,Aufklärungs- und Bildungsarbeit zu LSBTIQ Lebensweisen,84875
ABqueer e. V.,"Senatsverwaltung für Justiz, Verbraucherschutz und Antidiskriminierung",Projektförderung,2019,"Sanderstraße 15, 12047 Berlin",Antidiskriminierung,Aufklärungs- und Bildungsarbeit zu LSBTIQ Lebensweisen,97151
ABqueer e. V.,"Senatsverwaltung für Justiz, Verbraucherschutz und Antidiskriminierung",Projektförderung,2020,"Okerstraße
 44, 12049 Berlin",Antidiskriminierung,Aufklärungs- und Bildungsarbeit zu LSBTIQ Lebensweisen,114564
Abraham & Löhr Steuerberatungsgesellschaft mbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2020,"Unter den Linden 21, 10707 Berlin",Wirtschaft,Digitalprämie Berlin,11874
Abraham Projekt Gründungsprojekt im Bund Evangelisch Freikirchlicher Gemeinden in Deutschland K.d.ö.R.,Bezirksamt Spandau,Projektförderung,2019,"Wespenweg 19, 13589 Berlin",Integration,Sprachcafé,1220
ABS Fahrzeugtechnik GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2018,"Huttenstrasse 57, 10553 Berlin",Wirtschaft,Technologietransfer zur effektiven Regenerierung von Schaltschiebern,14560
ABS Fahrzeugtechnik GmbH,"Senatsverwaltung für Wirtschaft, Technologie und Forschung",Projektförderung,2016,"Quedlinburger Straße 12, 10589 Berlin",Wirtschaft,Keramisierung von Zylinderbohrungen (Schaltschieber) im hydraulischen Steuersystem von verschlissenen Automatikgetrieben,3000
absent friends e. V.,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2019,"Gneisenaustraße / Mehringhof 2a, 10961 Berlin",Arbeit,absent friends e.V.,49213
absent friends e. V.,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2020,"Gneisenaustraße / Mehringhof 2 a, 10961 Berlin",Arbeit,absent friends e.V.,50910
Absolut Werbung Gesellschaft mit beschränkter Haftung,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2020,"Blumenthalstraße 30, 13156 Berlin",Wirtschaft,Elektrofahrzeug,4000
Absolventa GmbH,"Senatsverwaltung für Wirtschaft, Technologie und Forschung",Projektförderung,2016,"Friedrichstraße 67-70, 10117 Berlin",Wirtschaft,"Implementierung eines Template-Systems für Stellenanzeigen, welches die Abwicklung des Kernproduktes Stellenanzeige entscheidend vereinfacht",20000
ABSV Berlin e. V,Bezirksamt Spandau,Projektförderung,2019,"Auerbachstraße7, 14193 Berlin",Soziales,Sondermittel der BVV - Weihnachtsfeier 2019 ser Bezirksgruppe Spandau,868
ABT gGmbH - Akademie für berufliches Training,"Senatsverwaltung für Arbeit, Integration und Frauen",Projektförderung,2016,"Storkower Straße 139 b, 10407 Berlin",Arbeit,Betreuungsassistent/-in (ABT-Kurs BEA-16.1),15830
ABT gGmbH - Akademie für berufliches Training,"Senatsverwaltung für Arbeit, Integration und Frauen",Projektförderung,2016,"Storkower Straße 139 b, 10407 Berlin",Arbeit,Fachkraft für Sicherheitsdienstleistungen (ABT-Kurs SFK-16.1),31480
ABT gGmbH - Akademie für berufliches Training,"Senatsverwaltung für Arbeit, Integration und Frauen",Projektförderung,2016,"Storkower Straße 139 b, 10407 Berlin",Arbeit,Fachkraft für Sicherheitsdienstleistungen (ABT-Kurs SFK-16.2),22440
ABT gGmbH - Akademie für berufliches Training,"Senatsverwaltung für Arbeit, Integration und Frauen",Projektförderung,2016,"Storkower Straße 139 b, 10407 Berlin",Arbeit,Fachkraft für Sicherheitsdienstleistungen (ABT-Kurs SFK-16.3),9721
ABT gGmbH - Akademie für berufliches Training,"Senatsverwaltung für Arbeit, Integration und Frauen",Projektförderung,2016,"Storkower Straße 139 b, 10407 Berlin",Arbeit,Pflege- und Betreuungsassistent/-in (ABT-Kurs AKP-16.1),20746
ABT gGmbH - Akademie für berufliches Training,"Senatsverwaltung für Arbeit, Integration und Frauen",Projektförderung,2016,"Storkower Straße 139 b, 10407 Berlin",Arbeit,Qualifizierung vor Beschäftigung - Fachkraft für Sicherheitsdienstleistungen (ABT-Kurs SFK-15.2),2506
ABT gGmbH - Akademie für berufliches Training,"Senatsverwaltung für Arbeit, Integration und Frauen",Projektförderung,2016,"Storkower Straße 139 b, 10407 Berlin",Arbeit,Sozialassistent/-in Familie - Schwerpunkt Kinderbetreuung und -pflege (ABT-Kurs KIB-16.1),39565
ABT gGmbH - Akademie für berufliches Training,"Senatsverwaltung für Arbeit, Integration und Frauen",Projektförderung,2016,"Storkower Straße 139 b, 10407 Berlin",Arbeit,Sozialassistent/-in Familie - Schwerpunkt Kinderbetreuung und -pflege (ABT-Kurs KIB-16.2),5577
ABT gGmbH - Akademie für berufliches Training,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2017,"Storkower Straße 139 B, 10407 Berlin",Arbeit,Assistent/-in für Kinderbetreuung und -pflege (ABT-Kurs KIB-17.2),15604
ABT gGmbH - Akademie für berufliches Training,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2017,"Storkower Straße 139 B, 10407 Berlin",Arbeit,Assistent/-in für Kinderbetreuung und -pflege (KIB-17.1),16361
ABT gGmbH - Akademie für berufliches Training,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2017,"Storkower Straße 139 B, 10407 Berlin",Arbeit,Betreuungsassistent/-in (ABT-Kurs BEA-16.2),10704
ABT gGmbH - Akademie für berufliches Training,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2017,"Storkower Straße 139 B, 10407 Berlin",Arbeit,Betreuungsassistent/-in (BEA-17.1),20291
ABT gGmbH - Akademie für berufliches Training,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2017,"Storkower Straße 139 B, 10407 Berlin",Arbeit,Fachkraft für Sicherheitsdienstleistungen (ABT-Kurs SFK-16.2),299
ABT gGmbH - Akademie für berufliches Training,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2017,"Storkower Straße 139 B, 10407 Berlin",Arbeit,Fachkraft für Sicherheitsdienstleistungen (ABT-Kurs SFK-16.3),19549
ABT gGmbH - Akademie für berufliches Training,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2017,"Storkower Straße 139 B, 10407 Berlin",Arbeit,Fachkraft für Sicherheitsdienstleistungen (ABT-Kurs SFK-17.1),39760
ABT gGmbH - Akademie für berufliches Training,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2017,"Storkower Straße 139 B, 10407 Berlin",Arbeit,Fachkraft für Sicherheitsdienstleistungen (ABT-Kurs SFK-17.2),20451
ABT gGmbH - Akademie für berufliches Training,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2017,"Storkower Straße 139 B, 10407 Berlin",Arbeit,Fachkraft für Sicherheitsdienstleistungen (ABT-Kurs SFK-17.3),29481
ABT gGmbH - Akademie für berufliches Training,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2017,"Storkower Straße 139 B, 10407 Berlin",Arbeit,Fachkraft für Sicherheitsdienstleistungen (ABT-Kurs SFK-17.4),9561
ABT gGmbH - Akademie für berufliches Training,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2017,"Storkower Straße 139 B, 10407 Berlin",Arbeit,Pflege- und Betreuungsassistent/-in (ABT-Kurs AKP/BEA-17.2),3400
ABT gGmbH - Akademie für berufliches Training,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2017,"Storkower Straße 139 B, 10407 Berlin",Arbeit,Pflege- und Betreuungsassistent/-in (ABT-Kurs AKP-17.1),22537
ABT gGmbH - Akademie für berufliches Training,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2017,"Storkower Straße 139 B, 10407 Berlin",Arbeit,Sozialassistent/-in Familie - Schwerpunkt Kinderbetreuung und -pflege (ABT-Kurs KIB-16.2),18134
ABT gGmbH - Akademie für berufliches Training,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2018,"Storkower Straße 139 B, 10407 Berlin",Arbeit,Assistent/-in für Kinderbetreuung und -pflege (ABT-Kurs KIB-17.2),50995
ABT gGmbH - Akademie für berufliches Training,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2018,"Storkower Straße 139 B, 10407 Berlin",Arbeit,Assistent/-in für Kinderbetreuung und -pflege (ABT-Kurs KIB-18.1),48153
ABT gGmbH - Akademie für berufliches Training,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2018,"Storkower Straße 139 B, 10407 Berlin",Arbeit,Assistent/-in für Kinderbetreuung und -pflege (ABT-Kurs KIB-18.2),64205
ABT gGmbH - Akademie für berufliches Training,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2018,"Storkower Straße 139 B, 10407 Berlin",Arbeit,Assistent/-in für Kinderbetreuung und -pflege (ABT-Kurs KIB-18.3),64205
ABT gGmbH - Akademie für berufliches Training,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2018,"Storkower Straße 139 B, 10407 Berlin",Arbeit,Fachkraft für Sicherheitsdienstleistungen (ABT-Kurs SFK-17.2),59760
ABT gGmbH - Akademie für berufliches Training,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2018,"Storkower Straße 139 B, 10407 Berlin",Arbeit,Fachkraft für Sicherheitsdienstleistungen (ABT-Kurs SFK-17.3),53120
ABT gGmbH - Akademie für berufliches Training,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2018,"Storkower Straße 139 B, 10407 Berlin",Arbeit,Fachkraft für Sicherheitsdienstleistungen (ABT-Kurs SFK-17.4),66400
ABT gGmbH - Akademie für berufliches Training,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2018,"Storkower Straße 139 B, 10407 Berlin",Arbeit,Fachkraft für Sicherheitsdienstleistungen (ABT-Kurs SFK-18.1),75240
ABT gGmbH - Akademie für berufliches Training,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2018,"Storkower Straße 139 B, 10407 Berlin",Arbeit,Fachkraft für Sicherheitsdienstleistungen (ABT-Kurs SFK-18.2),66880
ABT gGmbH - Akademie für berufliches Training,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2018,"Storkower Straße 139 B, 10407 Berlin",Arbeit,Fachkraft für Sicherheitsdienstleistungen (ABT-Kurs SFK-18.3),66880
ABT gGmbH - Akademie für berufliches Training,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2018,"Storkower Straße 139 B, 10407 Berlin",Arbeit,Fachkraft für Sicherheitsdienstleistungen (ABT-Kurs SFK-18.4),58855
ABT gGmbH - Akademie für berufliches Training,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2018,"Storkower Straße 139 B, 10407 Berlin",Arbeit,Pflege- und Betreuungsassistent/-in (ABT-Kurs AKP/BEA-17.2),50995
ABT gGmbH - Akademie für berufliches Training,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2018,"Storkower Straße 139 B, 10407 Berlin",Arbeit,Pflege- und Betreuungsassistent/-in (ABT-Kurs AKP/BEA-18.1),48153
